node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,69325.99797713984,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,72604.66399281667,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,55573.57897004049,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32969.57958102431,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,61868.84193030771,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,109579.78062095166,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,37805.08142020211,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,50965.54840554455,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,38544.8045909417,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,79074.13766817738,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,72354.8415801566,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,136987.38920709942,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
