node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,40561.0905652399,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,52157.06661417158,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,77003.99284028177,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12733.166112265091,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,64836.040744712234,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,84603.25582882125,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,108443.36232536928,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,67162.10440494772,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,91389.07654283936,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,52497.64367702169,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,87715.26161245094,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,195539.66153847025,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
