node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,31569.16666031229,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,50759.125893243996,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,79377.45114073103,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14549.978722385218,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,79644.16131223313,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,96413.92097747647,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,38924.37203342027,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,85809.84506870079,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,35841.028924935796,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,98327.87827925867,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,86353.70962316613,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,104099.93071279814,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
