node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,81797.89096251363,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,67473.53989045681,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,46864.33776193778,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14731.08022819541,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,59810.10010950412,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,42631.86470255764,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55119.94647435874,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,33184.25961830998,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,68644.70859725881,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,80195.97843012265,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71578.5504668267,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,85126.12532704955,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
