node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,48974.507595221214,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,43131.39645288885,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,86799.79369305198,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,24609.51228447343,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,98171.35492326306,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,80360.08504057492,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,45948.74774582846,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,88049.58193360436,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,60159.69147996146,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,93450.03833462534,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51272.912383482326,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,120026.71863972479,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
