node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,64520.83749179597,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,74614.43144904716,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,30750.859721369005,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31866.578777936276,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,50276.661782504474,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,61604.15739665662,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,58807.75591084339,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,47002.640518565015,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,49413.74917099201,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,53793.58648039781,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,44623.9405777206,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,146647.4272201619,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
