node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,88717.90767116885,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,79807.76688701224,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,54449.74937812901,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32540.070812583097,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,60405.80933711142,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,114498.6058791334,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39919.63061747403,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,73545.99242808628,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,67017.39468480901,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,69631.88509275031,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,60001.35171142565,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,166946.90608851478,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
