node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,81670.07709457474,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,50979.865390040926,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,72370.16671777747,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26715.944186778117,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,42649.78655984641,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,56599.07876313511,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,76658.7488339826,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,94906.09534375231,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,72161.91730725311,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,63329.22270261881,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,70159.17664809976,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,106412.50620733165,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
