node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,59746.733911062685,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,100998.48445137442,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,32686.279953470545,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,13855.228041625234,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,71299.3042429566,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,106398.73653729359,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55370.09632089704,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,86831.65207047737,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,40791.0808640074,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,76251.80217514905,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,77073.5875567546,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,122800.24469126914,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
