node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,33066.882038525975,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,86228.27121973287,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,74760.87136549919,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15951.34214939291,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,87762.74429733066,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,94456.39473169313,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,93079.52629494546,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,38592.98175287897,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,86324.19906411966,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,49159.59659580287,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,38205.84368613084,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,73284.77744803645,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
