node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,66070.73906278024,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,45121.49575963789,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,73995.64017720672,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,28004.32744053666,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,103159.02731338155,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,80528.72647121793,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,51095.17055334328,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,96254.98470057809,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75840.62353341072,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,65640.44632958909,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,80040.15068162864,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,156267.39841463868,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
