node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,44573.42418477307,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,80338.57656415062,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,81198.25491963599,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25148.407754221153,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,46712.197061721934,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,76380.76870196025,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,79188.64329834703,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,75645.97023370062,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,58628.79178365065,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,64842.49044704062,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51436.9223523129,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,76526.28847650808,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
