node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,51976.6031408649,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,88516.897171263,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,36554.876813867195,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27313.325176101484,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,88277.9652011734,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,59180.43629445834,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,72553.65044566212,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,88577.25001798205,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75885.48767204379,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,86972.4752627059,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,68495.29770452852,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,193256.32735280407,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
