node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,61764.560501337466,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,112835.61702079824,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,79700.88481239244,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20251.47117960433,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,90743.02755389338,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,98377.87796681072,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,71154.57611278376,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,50276.2362485004,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,77502.30703152089,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,67101.76694536458,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,69552.75054783332,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,176859.18431919647,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
