node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,83328.51097050702,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,56115.178805675096,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,62022.67642662457,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22304.811263985615,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,51305.7476605593,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,75277.61865656795,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,78853.87082317127,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,76694.91797818737,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,67569.6193442947,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,73514.12929428177,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,85746.6425361151,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,91218.86496753442,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
