node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,86897.2093619619,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,112686.30525478086,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,47890.11584919884,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,11859.970172218073,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,59140.295568600144,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,71911.02316366657,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,68818.30322740076,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,40715.04900175599,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,39694.51122391898,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62057.79637558234,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,77337.20445662299,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,156079.47902968002,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
