node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,62236.57519972518,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,114798.00539278348,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,70553.22168441085,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18477.86985133527,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,80742.11456210887,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,44581.60380145409,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,45532.41828445778,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,60807.613893906004,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,48766.66935749828,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,78089.84238250427,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33597.2709149035,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,119555.32246936334,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
