node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,55198.65024542463,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,57176.98399192276,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,72141.627850458,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14235.101295565179,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,42858.22804772828,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,77838.07721805049,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,39137.9897478914,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,61296.89150378523,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,50432.81108274858,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,94957.25638465447,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,80647.91735132293,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,107224.90696515454,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
