node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,41825.12295174615,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,109693.61555004242,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,86803.92138650223,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18934.747382891015,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,96974.83122319705,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,56331.56976118322,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,101420.80605469122,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,92116.26580325504,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,56510.14315012224,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,76406.04567496228,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,58798.22011734214,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,187966.53985982793,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
