node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,57297.43955900711,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,44149.18368824436,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,43694.54420961049,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,11219.536471470992,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,41203.00436621921,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,60084.0646103249,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,103754.86569810455,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,73953.90742985706,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,70201.69840952363,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,82294.4276174447,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,74301.98742681748,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,111182.18404954985,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
