node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,39589.90727526837,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,91005.81168141821,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,32714.956813247754,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17955.816276261376,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,66797.42663144549,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,116551.40830515281,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,92068.67798221706,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,51902.09712441018,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,54183.96565616553,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,91440.94019238063,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51501.927092910126,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,91141.82459411386,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
