node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,43386.13692136501,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,49246.37046889719,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,49206.75485494663,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19953.118259433595,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,65905.94715541416,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,69012.00078593516,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,96194.59034779521,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,95097.24623762633,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,87949.70215575155,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,45500.96171749125,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,50195.82768125758,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,105719.98530698403,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
