node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,76326.1046236966,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,44899.44501432869,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,48717.41450129669,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20394.476946455667,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,60947.81920773574,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,94092.76933871766,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,53312.019402873084,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,65494.154995556666,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,38167.39269633609,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,61420.81875229816,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,41439.10247070442,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,106999.02537869185,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
