node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,73993.83652733924,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,114433.65752733118,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,51353.20313540701,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25097.876419884968,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52260.53348146094,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,66510.67827367182,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,91145.79757066042,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,45068.74139026523,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,54674.42337488952,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,56304.05237529853,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,62190.40827789593,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,119326.91934103749,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
