node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80852.21605747486,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,51486.96447930555,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,41289.91996292735,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27028.616746176922,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,67470.87297867927,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,103675.08708214368,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,44157.29808993081,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,77285.22363603803,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,51532.84381443005,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,81863.58890868822,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,34226.314621686266,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,191647.4262226466,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
