node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,52070.25403405722,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,48808.86404483998,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34572.72308529824,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,11998.559760218068,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,69725.5362364969,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,58905.60629600625,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,53969.34390148005,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,49563.860666963374,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,55017.82198780205,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,71055.1287073673,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,52445.861293804825,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,131732.43469071665,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
