location,commodity,timestep_0,timestep_1,timestep_2,timestep_3,timestep_4,timestep_5,timestep_6,timestep_7,timestep_8,timestep_9,timestep_10,timestep_11,timestep_12,timestep_13,average
AUS,Compressor,20471.58564,20471.58564,20471.58564,20471.585639999998,32976.003840000005,32976.003840000005,32976.00384000001,32976.00384,32976.00384,32976.00384,20471.58564,20471.585639999994,20471.58564,20471.58564,25830.622011428575
AUS,Copper_ore,2.97144592,2.97144592,2.97144592,2.9714459200000003,1.4341385308186776,1.4341068807216732,3.2288482380502375,3.228790648598142,3.228736494720817,3.228685477892128,3.2286373331986686,3.2283970501376564,3.228347884534655,3.228300968186286,2.8987695133470672
AUS,HP,36037.58980000001,36037.5898,36037.58980000001,36037.5898,38415.95475088805,37363.21248226928,36353.44691347787,36037.589995727474,37991.33701777559,43819.2436289681,46828.66565515621,47167.869732906496,47449.989790238105,51617.45398633908,40513.93736812472
AUS,Nickel,6.804321239999999,6.804321239999999,6.804321239999999,6.804321239999999,6.804321239999999,6.804321239999999,6.804321239999999,6.80432124,6.917442039999999,7.256804439999997,7.48304604,7.773928097142857,8.161770839999997,8.463426306666666,7.17792769170068
AUS,Refrigerant,15111.001,15111.001,15111.001,15111.001,15111.001,15111.001,15111.001,15111.001,15111.000999999998,15111.001,15111.001000000002,15111.000999999998,15111.000999999998,15111.000999999998,15111.000999999995
AUT,Compressor,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.99676,3383.996760000001
AUT,Copper_ore,0.001,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.000999999999999983,0.0009999999999999877,0.0009999999999999803,0.0009999999999999913,0.0009999999999999918,0.000999999999999992,0.0009999999999999864
AUT,Nickel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT,Refrigerant,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.881,1208.8809999999999
AUT,Bauxite,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000001,1.8396000000000003
AUT,HEX,,3915.0038799999993,3915.0038799999993,3915.0038799999993,3915.0038799999993,3915.0038799999993,3915.0038799999993,3915.0038799999993,,,9165.572113476019,,,13915.00388,5609.5114614973345
AUT,Iron,1.6381126,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381125999999997,1.6381126,1.6381126,1.6381126000000004,1.6381125999999997,1.6381126,1.6381125999999997
BRA,Copper_ore,,,,1.6814220400000002,1.6814220399999997,1.6814516593724143,3.549742997247064,3.5496014708632915,3.5495249652336835,3.5495249652336835,3.5495249652336835,3.5493697649917157,3.549368911961632,3.549368911961632,3.040029335645346
BRA,Refrigerant,,,,16722.841000000015,16722.841000000004,16722.841000000004,16722.841,16722.841,16722.841,16722.841,16722.841,16722.841,16722.841,16722.841,16722.841000000004
BRA,HEX,,,,,,,,,,,,34514.866480000004,34636.48810162162,34636.48810162162,34595.947561081084
CHN,Copper_ore,1.5719045200000001,1.5722426519881398,1.5730143962414083,1.575460802142333,,,1.5767722024711426,1.5725620733123877,1.5720817464819241,1.5719045200000004,1.5719045200000004,1.5719045200000001,1.7171763566575098,1.8261855213697047,1.606092819222046
CHN,Nickel,5.14280328,5.142803279999999,5.139506366400001,5.360512854705884,5.540200781860466,5.657689041923078,5.810273697374998,5.964864927688194,6.200588908636364,6.202800860400001,6.204538822500001,6.206249415118111,6.21902184,6.219021839999999,5.786491136900507
CHN,Bauxite,,,,,,,,,,,16.863000000000003,19.383224066415902,20.85091426001032,21.36092644087706,19.61451619182582
CHN,HEX,,,,22379.13916,22379.13915999999,22379.13916,22379.13916,22379.139160000002,22379.139160000006,22379.139159999995,22379.139160000002,22379.139160000002,22379.13916,22379.13915999999,22379.139159999995
CZE,Compressor,4444.9992,5490.760391999999,5490.760391999999,5490.760391999999,13372.1433945,22620.1593372,26283.402384,28704.665993259183,33842.84964,33842.84964000001,33842.84963999999,,,,19402.381854996293
CZE,Copper_ore,0.001,0.001007216161951178,0.001007216161951178,0.0010404462270272121,0.0010520740224473127,0.0010626778177410241,0.001067519579330396,0.0010710813867314058,0.001101863350794469,0.0011359382576580095,0.0011555588457121595,0.001208448996679927,0.0012400317083261282,0.0012738450633480677,0.0011017083985498904
CZE,HP,15190.632050958802,20311.6648861249,26610.611905041234,27151.896913761084,27494.282259905194,27702.70300304921,27347.646776779588,26983.195349498525,27017.59042397324,26597.50694460745,26377.494451852686,26317.166214047083,27031.083753637646,27606.247321632876,25695.69444677639
CZE,Nickel,5.320598347358491,4.915411323962265,4.7409558,4.7409558,4.7409558,4.7409558,4.7409558,4.7409558,4.7409558,4.7409558,4.7409558,4.740955799999999,4.7409558,4.740955799999999,4.794819947951483
CZE,Refrigerant,1410.3609999999999,1617.465548923077,1617.465548923077,1617.465548923077,1643.6737722860241,2278.6525688277366,3110.923840366701,3647.8729976755276,8646.339631283754,9670.56838961018,10093.495650040782,10445.339072388657,10750.166080573106,10993.92790550254,5538.836968237446
CZE,Bauxite,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.2674800000000004,3.26748,3.267672556458898,3.267672556458898,3.267672556458898,3.2675212620983354
CZE,HEX,17466.846520000003,17466.846520000003,17466.846520000003,17466.846520000003,17466.846520000003,17466.846520000003,17466.846520000003,18982.97555225806,20366.846519999915,22316.846520000006,35297.34946150956,43432.283999999985,27579.004000000004,,22326.402437982117
CZE,Iron,3.30175924,3.3017592399999995,3.30175924,3.30175924,3.301759239999999,3.301759239999999,3.30175924,3.30175924,3.3017592400000004,3.3017592399999995,3.3017592399999995,3.30175924,3.30175924,3.30175924,3.3017592400000004
CZE,Aluminium,108.8552560768796,108.8552560768796,108.8552560768796,108.8552560768796,108.8552560768796,108.8552560768796,176.24130547809494,601.8685596961399,791.5377194871255,820.0861936959838,829.021031715715,849.5086372646704,856.202881365911,858.5669730225728,459.72605987053504
DEU,Compressor,,,,,,,,,36811.526040000004,36811.52604,36811.52604,36241.13942311179,3948.0006000000003,3948.0006,25761.95312385196
DEU,Copper_ore,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0009999999999999998,0.0009999999999999972,0.0009999999999999974,0.001,0.0009999999999999974,0.0009999999999999976,0.001,0.0009999999999999994
DEU,HP,,,,,,,39238.19596000001,39238.19596,,39238.19600757865,39238.19596,37091.59352185762,42932.63897915451,42932.638802043504,39987.093598662046
DEU,Nickel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU,Bauxite,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462,2.1462
DEU,HEX,18909.52216,18909.52216,18909.52216,18909.52216,18909.52216,18909.522160000004,18909.522160000004,18909.522160000004,,,,,,13234.175573333334,18278.928094814815
DEU,Iron,1.91096032,1.91096032,1.91096032,1.91096032,1.91096032,1.91096032,1.91096032,1.91096032,1.9109603200000003,1.91096032,1.91096032,1.91096032,1.9109603199999998,1.9109603200000003,1.9109603200000005
DEU,Aluminium,,,,,,,,,120.01200000000001,120.01199999999999,120.01199999999999,120.012,120.012,120.01199999999999,120.01199999999999
