location,commodity,time_operation,total_transport_cost,total_transport_opex,total_transport_flow,transport_cost_per_unit
AUS,Copper_ore,12,56.79797886090901,56.79797886090901,17.5935125,3.228347884534655
AUS,Copper_ore,13,58.806972559054,58.806972559054,18.216075,3.228300968186286
AUS,HEX,0,0.0,0.0,0.0,
AUS,HEX,1,0.0,0.0,0.0,
AUS,HEX,2,0.0,0.0,0.0,
AUS,HEX,3,0.0,0.0,0.0,
AUS,HEX,4,0.0,0.0,0.0,
AUS,HEX,5,0.0,0.0,0.0,
AUS,HEX,6,0.0,0.0,0.0,
AUS,HEX,7,0.0,0.0,0.0,
AUS,HEX,8,0.0,0.0,0.0,
AUS,HEX,9,0.0,0.0,0.0,
AUS,HEX,10,0.0,0.0,0.0,
AUS,HEX,11,0.0,0.0,0.0,
AUS,HEX,12,0.0,0.0,0.0,
AUS,HEX,13,0.0,0.0,0.0,
AUS,HP,0,304517.63381,304517.63381,8.45,36037.58980000001
AUS,HP,1,319739.91174152005,319739.91174152005,8.8724,36037.5898
AUS,HP,2,335571.08079030085,335571.08079030085,9.311696,36037.58980000001
AUS,HP,3,341584.6013250472,341584.6013250472,9.478564,36037.5898
AUS,HP,4,378539.52382455417,378539.52382455417,9.853706000000003,38415.95475088805
AUS,HP,5,382892.78385248565,382892.78385248565,10.247855,37363.21248226928
AUS,HP,6,387592.053345264,387592.053345264,10.661769,36353.44691347787
AUS,HP,7,399881.7476141911,399881.7476141911,11.096240000000002,36037.589995727474
AUS,HP,8,438879.3064583382,438879.3064583382,11.552089,37991.33701777559
AUS,HP,9,527153.081585634,527153.081585634,12.030173,43819.2436289681
AUS,HP,10,586827.8042177114,586827.8042177114,12.53138,46828.66565515621
AUS,HP,11,611136.8718568169,611136.8718568169,12.956634999999999,47167.869732906496
AUS,HP,12,640902.2670977671,640902.2670977671,13.5069,47449.989790238105
AUS,HP,13,347197.21647337364,347197.21647337364,6.726352999999996,51617.45398633908
AUS,Iron,0,0.0,0.0,0.0,
AUS,Iron,1,0.0,0.0,0.0,
AUS,Iron,2,0.0,0.0,0.0,
AUS,Iron,3,0.0,0.0,0.0,
AUS,Iron,4,0.0,0.0,0.0,
AUS,Iron,5,0.0,0.0,0.0,
AUS,Iron,6,0.0,0.0,0.0,
AUS,Iron,7,0.0,0.0,0.0,
AUS,Iron,8,0.0,0.0,0.0,
AUS,Iron,9,0.0,0.0,0.0,
AUS,Iron,10,0.0,0.0,0.0,
AUS,Iron,11,0.0,0.0,0.0,
AUS,Iron,12,0.0,0.0,0.0,
AUS,Iron,13,0.0,0.0,0.0,
AUS,Nickel,0,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,1,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,2,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,3,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,4,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,5,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,6,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,7,11.4312596832,11.4312596832,1.68,6.80432124
AUS,Nickel,8,24.902791343999997,24.902791343999997,3.6,6.917442039999999
AUS,Nickel,9,26.12449598399999,26.12449598399999,3.5999999999999996,7.256804439999997
AUS,Nickel,10,31.428793367999994,31.428793367999994,4.199999999999999,7.48304604
AUS,Nickel,11,32.650498008,32.650498008,4.2,7.773928097142857
AUS,Nickel,12,39.17650003199999,39.17650003199999,4.800000000000001,8.161770839999997
AUS,Nickel,13,45.70250205599999,45.70250205599999,5.4,8.463426306666666
AUS,Refrigerant,0,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,1,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,2,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,3,20626.516365,20626.516365,1.365,15111.001
AUS,Refrigerant,4,21485.954546875,21485.954546875,1.421875,15111.001
AUS,Refrigerant,5,22345.39272875,22345.39272875,1.47875,15111.001
AUS,Refrigerant,6,23204.830910625,23204.830910625,1.535625,15111.001
AUS,Refrigerant,7,24064.2690925,24064.2690925,1.5924999999999998,15111.001
AUS,Refrigerant,8,24923.707274374996,24923.707274374996,1.6493749999999998,15111.000999999998
AUS,Refrigerant,9,25783.145456249997,25783.145456249997,1.7062499999999998,15111.001
AUS,Refrigerant,10,26642.583638125005,26642.583638125005,1.763125,15111.001000000002
AUS,Refrigerant,11,28361.460001875,28361.460001875,1.876875,15111.000999999998
AUS,Refrigerant,12,29220.89818375,29220.89818375,1.93375,15111.000999999998
AUS,Refrigerant,13,30080.336365624997,30080.336365624997,1.990625,15111.000999999998
AUS,Steel,0,0.0,0.0,0.0,
AUS,Steel,1,0.0,0.0,0.0,
AUS,Steel,2,0.0,0.0,0.0,
AUS,Steel,3,0.0,0.0,0.0,
AUS,Steel,4,0.0,0.0,0.0,
AUS,Steel,5,0.0,0.0,0.0,
AUS,Steel,6,0.0,0.0,0.0,
AUS,Steel,7,0.0,0.0,0.0,
AUS,Steel,8,0.0,0.0,0.0,
AUS,Steel,9,0.0,0.0,0.0,
AUS,Steel,10,0.0,0.0,0.0,
AUS,Steel,11,0.0,0.0,0.0,
AUS,Steel,12,0.0,0.0,0.0,
AUS,Steel,13,0.0,0.0,0.0,
AUT,Aluminium,0,0.0,0.0,0.0,
AUT,Aluminium,1,0.0,0.0,0.0,
AUT,Aluminium,2,0.0,0.0,0.0,
AUT,Aluminium,3,0.0,0.0,0.0,
AUT,Aluminium,4,0.0,0.0,0.0,
AUT,Aluminium,5,0.0,0.0,0.0,
AUT,Aluminium,6,0.0,0.0,0.0,
AUT,Aluminium,7,0.0,0.0,0.0,
AUT,Aluminium,8,0.0,0.0,0.0,
AUT,Aluminium,9,0.0,0.0,0.0,
AUT,Aluminium,10,0.0,0.0,0.0,
AUT,Aluminium,11,0.0,0.0,0.0,
AUT,Aluminium,12,0.0,0.0,0.0,
AUT,Aluminium,13,0.0,0.0,0.0,
AUT,Bauxite,0,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,1,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,2,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,3,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,4,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,5,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,6,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,7,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,8,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,9,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,10,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,11,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,12,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,13,144.445392,144.445392,78.52,1.8396000000000001
AUT,Compressor,0,1353.598704,1353.598704,0.4,3383.99676
AUT,Compressor,1,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,2,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,3,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,4,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,5,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,6,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,7,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,8,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,9,6767.99352,6767.99352,2.0,3383.99676
AUT,Compressor,10,7363.522805811816,7363.522805811816,2.175983999999993,3383.99676
AUT,Compressor,11,9475.190928,9475.190928,2.8,3383.99676
AUT,Compressor,12,10151.99028,10151.99028,3.0,3383.99676
AUT,Compressor,13,10490.389956,10490.389956,3.1,3383.99676
AUT,Copper,0,0.0,0.0,0.0,
AUT,Copper,1,0.0,0.0,0.0,
AUT,Copper,2,0.0,0.0,0.0,
AUT,Copper,3,0.0,0.0,0.0,
AUT,Copper,4,0.0,0.0,0.0,
AUT,Copper,5,0.0,0.0,0.0,
AUT,Copper,6,0.0,0.0,0.0,
AUT,Copper,7,0.0,0.0,0.0,
AUT,Copper,8,0.0,0.0,0.0,
AUT,Copper,9,0.0,0.0,0.0,
AUT,Copper,10,0.0,0.0,0.0,
AUT,Copper,11,0.0,0.0,0.0,
AUT,Copper,12,0.0,0.0,0.0,
AUT,Copper,13,0.0,0.0,0.0,
AUT,Copper_ore,0,0.001436,0.001436,1.436,0.001
AUT,Copper_ore,1,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,2,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,3,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,4,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,5,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,6,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,7,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,8,0.0059349999999998996,0.0059349999999998996,5.935,0.000999999999999983
AUT,Copper_ore,9,0.0079799999999999,0.0079799999999999,7.9799999999999995,0.0009999999999999877
AUT,Copper_ore,10,0.0086997745599998,0.0086997745599998,8.699774559999971,0.0009999999999999803
AUT,Copper_ore,11,0.011251999999999901,0.011251999999999901,11.251999999999999,0.0009999999999999913
AUT,Copper_ore,12,0.0120699999999999,0.0120699999999999,12.07,0.0009999999999999918
AUT,Copper_ore,13,0.0124789999999999,0.0124789999999999,12.479,0.000999999999999992
AUT,HEX,0,0.0,0.0,0.0,
AUT,HEX,1,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,2,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,3,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,4,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,5,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,6,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,7,4306.504268,4306.504268,1.1,3915.0038799999993
AUT,HEX,8,1100.0,1100.0,0.0,
AUT,HEX,9,1100.0,1100.0,0.0,
AUT,HEX,10,1612.9940428178998,1612.9940428178998,0.175983999999993,9165.572113476019
AUT,HEX,11,1100.0,1100.0,0.0,
AUT,HEX,12,1100.0,1100.0,0.0,
AUT,HEX,13,1391.5003880000002,1391.5003880000002,0.1,13915.00388
AUT,HP,0,0.0,0.0,0.0,
AUT,HP,1,0.0,0.0,0.0,
AUT,HP,2,0.0,0.0,0.0,
AUT,HP,3,0.0,0.0,0.0,
AUT,HP,4,0.0,0.0,0.0,
AUT,HP,5,0.0,0.0,0.0,
AUT,HP,6,0.0,0.0,0.0,
AUT,HP,7,0.0,0.0,0.0,
AUT,HP,8,0.0,0.0,0.0,
AUT,HP,9,0.0,0.0,0.0,
AUT,HP,10,0.0,0.0,0.0,
AUT,HP,11,0.0,0.0,0.0,
AUT,HP,12,0.0,0.0,0.0,
AUT,HP,13,0.0,0.0,0.0,
AUT,Iron,0,12.02505697408,12.02505697408,7.340800000000001,1.6381126
AUT,Iron,1,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,2,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,3,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,4,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,5,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,6,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,7,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,8,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,9,60.1252848704,60.1252848704,36.704,1.6381126
AUT,Iron,10,65.41582893671603,65.41582893671603,39.933658367999875,1.6381126
AUT,Iron,11,84.17539881856001,84.17539881856001,51.3856,1.6381126000000004
AUT,Iron,12,90.1879273056,90.1879273056,55.05600000000001,1.6381125999999997
AUT,Iron,13,93.19419154912,93.19419154912,56.891200000000005,1.6381126
AUT,Nickel,0,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,1,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,2,0.0,0.0,0.2400000000000011,0.0
AUT,Nickel,3,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,4,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,5,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,6,0.0,0.0,0.2399999999999993,0.0
AUT,Nickel,7,0.0,0.0,0.240000000000002,0.0
AUT,Nickel,8,0.0,0.0,0.9,0.0
AUT,Nickel,9,0.0,0.0,1.2,0.0
AUT,Nickel,10,0.0,0.0,1.2,0.0
AUT,Nickel,11,0.0,0.0,1.6799999999999995,0.0
AUT,Nickel,12,0.0,0.0,1.8,0.0
AUT,Nickel,13,0.0,0.0,1.8,0.0
AUT,Refrigerant,0,275.02042750000004,275.02042750000004,0.2275,1208.881
AUT,Refrigerant,1,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,2,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,3,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,4,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,5,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,6,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,7,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,8,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,9,1375.1021375,1375.1021375,1.1375,1208.881
AUT,Refrigerant,10,1496.1001247828954,1496.1001247828954,1.237590899999996,1208.881
AUT,Refrigerant,11,1925.1429925,1925.1429925,1.5924999999999998,1208.881
AUT,Refrigerant,12,2062.65320625,2062.65320625,1.7062499999999998,1208.881
AUT,Refrigerant,13,2131.4083131250004,2131.4083131250004,1.763125,1208.881
AUT,Steel,0,0.0,0.0,0.0,
AUT,Steel,1,0.0,0.0,0.0,
AUT,Steel,2,0.0,0.0,0.0,
AUT,Steel,3,0.0,0.0,0.0,
AUT,Steel,4,0.0,0.0,0.0,
AUT,Steel,5,0.0,0.0,0.0,
AUT,Steel,6,0.0,0.0,0.0,
AUT,Steel,7,0.0,0.0,0.0,
AUT,Steel,8,0.0,0.0,0.0,
AUT,Steel,9,0.0,0.0,0.0,
AUT,Steel,10,0.0,0.0,0.0,
AUT,Steel,11,0.0,0.0,0.0,
AUT,Steel,12,0.0,0.0,0.0,
AUT,Steel,13,0.0,0.0,0.0,
BRA,Aluminium,0,0.0,0.0,0.0,
BRA,Aluminium,1,0.0,0.0,0.0,
BRA,Aluminium,2,0.0,0.0,0.0,
BRA,Aluminium,3,0.0,0.0,0.0,
BRA,Aluminium,4,0.0,0.0,0.0,
BRA,Aluminium,5,0.0,0.0,0.0,
BRA,Aluminium,6,0.0,0.0,0.0,
BRA,Aluminium,7,0.0,0.0,0.0,
BRA,Aluminium,8,0.0,0.0,0.0,
BRA,Aluminium,9,0.0,0.0,0.0,
BRA,Aluminium,10,0.0,0.0,0.0,
BRA,Aluminium,11,0.0,0.0,0.0,
BRA,Aluminium,12,0.0,0.0,0.0,
BRA,Aluminium,13,0.0,0.0,0.0,
BRA,Bauxite,0,0.0,0.0,0.0,
BRA,Bauxite,1,0.0,0.0,0.0,
BRA,Bauxite,2,0.0,0.0,0.0,
BRA,Bauxite,3,0.0,0.0,0.0,
BRA,Bauxite,4,0.0,0.0,0.0,
BRA,Bauxite,5,0.0,0.0,0.0,
BRA,Bauxite,6,0.0,0.0,0.0,
BRA,Bauxite,7,0.0,0.0,0.0,
BRA,Bauxite,8,0.0,0.0,0.0,
BRA,Bauxite,9,0.0,0.0,0.0,
BRA,Bauxite,10,0.0,0.0,0.0,
BRA,Bauxite,11,0.0,0.0,0.0,
BRA,Bauxite,12,0.0,0.0,0.0,
BRA,Bauxite,13,0.0,0.0,0.0,
BRA,Compressor,0,0.0,0.0,0.0,
BRA,Compressor,1,0.0,0.0,0.0,
BRA,Compressor,2,0.0,0.0,0.0,
BRA,Compressor,3,0.0,0.0,0.0,
BRA,Compressor,4,0.0,0.0,0.0,
BRA,Compressor,5,0.0,0.0,0.0,
BRA,Compressor,6,0.0,0.0,0.0,
BRA,Compressor,7,0.0,0.0,0.0,
BRA,Compressor,8,0.0,0.0,0.0,
BRA,Compressor,9,0.0,0.0,0.0,
BRA,Compressor,10,0.0,0.0,0.0,
BRA,Compressor,11,0.0,0.0,0.0,
BRA,Compressor,12,0.0,0.0,0.0,
BRA,Compressor,13,0.0,0.0,0.0,
BRA,Copper,0,0.0,0.0,0.0,
BRA,Copper,1,0.0,0.0,0.0,
BRA,Copper,2,0.0,0.0,0.0,
BRA,Copper,3,0.0,0.0,0.0,
BRA,Copper,4,0.0,0.0,0.0,
BRA,Copper,5,0.0,0.0,0.0,
BRA,Copper,6,0.0,0.0,0.0,
BRA,Copper,7,0.0,0.0,0.0,
BRA,Copper,8,0.0,0.0,0.0,
BRA,Copper,9,0.0,0.0,0.0,
BRA,Copper,10,0.0,0.0,0.0,
BRA,Copper,11,0.0,0.0,0.0,
BRA,Copper,12,0.0,0.0,0.0,
BRA,Copper,13,0.0,0.0,0.0,
BRA,Copper_ore,0,0.0,0.0,0.0,
BRA,Copper_ore,1,0.0,0.0,0.0,
BRA,Copper_ore,2,0.0,0.0,0.0,
BRA,Copper_ore,3,1.4679422201231629,1.4679422201231629,0.8730361474999833,1.6814220400000002
BRA,Copper_ore,4,13.906411159574995,13.906411159574995,8.270624999999999,1.6814220399999997
BRA,Copper_ore,5,13.506599140309408,13.506599140309408,8.032701425,1.6814516593724143
BRA,Copper_ore,6,58.136144993455055,58.136144993455055,16.377564527500002,3.549742997247064
BRA,Copper_ore,7,80.769672702515,80.769672702515,22.754574947499997,3.5496014708632915
BRA,Copper_ore,8,102.300859023,102.300859023,28.821,3.5495249652336835
BRA,Copper_ore,9,102.300859023,102.300859023,28.821,3.5495249652336835
BRA,Copper_ore,10,102.300859023,102.300859023,28.821,3.5495249652336835
BRA,Copper_ore,11,222.786841409,222.786841409,62.768,3.5493697649917157
BRA,Copper_ore,12,224.238479751,224.238479751,63.177,3.549368911961632
BRA,Copper_ore,13,224.238479751,224.238479751,63.177,3.549368911961632
BRA,HEX,0,0.0,0.0,0.0,
BRA,HEX,1,0.0,0.0,0.0,
BRA,HEX,2,0.0,0.0,0.0,
BRA,HEX,3,0.0,0.0,0.0,
BRA,HEX,4,0.0,0.0,0.0,
BRA,HEX,5,0.0,0.0,0.0,
BRA,HEX,6,0.0,0.0,0.0,
BRA,HEX,7,0.0,0.0,0.0,
BRA,HEX,8,0.0,0.0,0.0,
BRA,HEX,9,0.0,0.0,0.0,
BRA,HEX,10,0.0,0.0,0.0,
BRA,HEX,11,286473.39178400004,286473.39178400004,8.3,34514.866480000004
BRA,HEX,12,256310.011952,256310.011952,7.4,34636.48810162162
BRA,HEX,13,256310.011952,256310.011952,7.4,34636.48810162162
BRA,HP,0,0.0,0.0,0.0,
BRA,HP,1,0.0,0.0,0.0,
BRA,HP,2,0.0,0.0,0.0,
BRA,HP,3,0.0,0.0,0.0,
BRA,HP,4,0.0,0.0,0.0,
BRA,HP,5,0.0,0.0,0.0,
BRA,HP,6,0.0,0.0,0.0,
BRA,HP,7,0.0,0.0,0.0,
BRA,HP,8,0.0,0.0,0.0,
BRA,HP,9,0.0,0.0,0.0,
BRA,HP,10,0.0,0.0,0.0,
BRA,HP,11,0.0,0.0,0.0,
BRA,HP,12,0.0,0.0,0.0,
BRA,HP,13,0.0,0.0,0.0,
BRA,Iron,0,0.0,0.0,0.0,
BRA,Iron,1,0.0,0.0,0.0,
BRA,Iron,2,0.0,0.0,0.0,
BRA,Iron,3,0.0,0.0,0.0,
BRA,Iron,4,0.0,0.0,0.0,
BRA,Iron,5,0.0,0.0,0.0,
BRA,Iron,6,0.0,0.0,0.0,
BRA,Iron,7,0.0,0.0,0.0,
BRA,Iron,8,0.0,0.0,0.0,
BRA,Iron,9,0.0,0.0,0.0,
BRA,Iron,10,0.0,0.0,0.0,
BRA,Iron,11,0.0,0.0,0.0,
BRA,Iron,12,0.0,0.0,0.0,
BRA,Iron,13,0.0,0.0,0.0,
BRA,Nickel,0,0.0,0.0,0.0,
BRA,Nickel,1,0.0,0.0,0.0,
BRA,Nickel,2,0.0,0.0,0.0,
BRA,Nickel,3,0.0,0.0,0.0,
BRA,Nickel,4,0.0,0.0,0.0,
BRA,Nickel,5,0.0,0.0,0.0,
BRA,Nickel,6,0.0,0.0,0.0,
BRA,Nickel,7,0.0,0.0,0.0,
BRA,Nickel,8,0.0,0.0,0.0,
BRA,Nickel,9,0.0,0.0,0.0,
BRA,Nickel,10,0.0,0.0,0.0,
BRA,Nickel,11,0.0,0.0,0.0,
BRA,Nickel,12,0.0,0.0,0.0,
BRA,Nickel,13,0.0,0.0,0.0,
BRA,Refrigerant,0,0.0,0.0,0.0,
BRA,Refrigerant,1,0.0,0.0,0.0,
BRA,Refrigerant,2,0.0,0.0,0.0,
BRA,Refrigerant,3,1505.971056509209,1505.971056509209,0.0900547374999982,16722.841000000015
BRA,Refrigerant,4,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,5,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,6,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,7,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,8,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,9,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,10,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,11,97964.492933125,97964.492933125,5.858125,16722.841
BRA,Refrigerant,12,98915.604515,98915.604515,5.915,16722.841
BRA,Refrigerant,13,98915.604515,98915.604515,5.915,16722.841
BRA,Steel,0,0.0,0.0,0.0,
BRA,Steel,1,0.0,0.0,0.0,
BRA,Steel,2,0.0,0.0,0.0,
BRA,Steel,3,0.0,0.0,0.0,
BRA,Steel,4,0.0,0.0,0.0,
BRA,Steel,5,0.0,0.0,0.0,
BRA,Steel,6,0.0,0.0,0.0,
BRA,Steel,7,0.0,0.0,0.0,
BRA,Steel,8,0.0,0.0,0.0,
BRA,Steel,9,0.0,0.0,0.0,
BRA,Steel,10,0.0,0.0,0.0,
BRA,Steel,11,0.0,0.0,0.0,
BRA,Steel,12,0.0,0.0,0.0,
BRA,Steel,13,0.0,0.0,0.0,
CHN,Aluminium,0,0.0,0.0,0.0,
CHN,Aluminium,1,0.0,0.0,0.0,
CHN,Aluminium,2,0.0,0.0,0.0,
CHN,Aluminium,3,0.0,0.0,0.0,
CHN,Aluminium,4,0.0,0.0,0.0,
CHN,Aluminium,5,0.0,0.0,0.0,
CHN,Aluminium,6,0.0,0.0,0.0,
CHN,Aluminium,7,0.0,0.0,0.0,
CHN,Aluminium,8,0.0,0.0,0.0,
