location,commodity,time_operation,total_transport_cost,total_transport_opex,total_transport_flow,transport_cost_per_unit
AUS,Copper_ore,12,117.510288768589,117.510288768589,36.4075125,3.2276384927036417
AUS,Copper_ore,13,131.39777788345398,131.39777788345398,40.711075,3.2275683676604947
AUS,HEX,0,0.0,0.0,0.0,
AUS,HEX,1,0.0,0.0,0.0,
AUS,HEX,2,0.0,0.0,0.0,
AUS,HEX,3,0.0,0.0,0.0,
AUS,HEX,4,0.0,0.0,0.0,
AUS,HEX,5,0.0,0.0,0.0,
AUS,HEX,6,0.0,0.0,0.0,
AUS,HEX,7,0.0,0.0,0.0,
AUS,HEX,8,0.0,0.0,0.0,
AUS,HEX,9,0.0,0.0,0.0,
AUS,HEX,10,0.0,0.0,0.0,
AUS,HEX,11,0.0,0.0,0.0,
AUS,HEX,12,0.0,0.0,0.0,
AUS,HEX,13,0.0,0.0,0.0,
AUS,HP,0,304517.63381,304517.63381,8.45,36037.58980000001
AUS,HP,1,319739.91174152005,319739.91174152005,8.8724,36037.5898
AUS,HP,2,335571.08079030085,335571.08079030085,9.311696,36037.58980000001
AUS,HP,3,341584.6013250472,341584.6013250472,9.478564,36037.5898
AUS,HP,4,367633.6200885543,367633.6200885543,9.853706000000003,37309.172821733686
AUS,HP,5,382270.48241347226,382270.48241347226,10.247855,37302.48743892964
AUS,HP,6,387592.05279630696,387592.05279630696,10.661769,36353.446861989505
AUS,HP,7,403485.50604523387,403485.50604523387,11.19624,36037.58994494883
AUS,HP,8,431061.4265823483,431061.4265823483,11.552089,37314.586702227476
AUS,HP,9,433538.44151927135,433538.44151927135,12.030173,36037.5899431597
AUS,HP,10,451600.73379016004,451600.73379016004,12.53138,36037.58993743387
AUS,HP,11,333586.820055304,333586.820055304,9.256635,36037.590339826944
AUS,HP,12,320983.213936336,320983.213936336,8.9069,36037.59040028921
AUS,HP,13,309316.9815396448,309316.9815396448,8.583176000000002,36037.59046064589
AUS,Iron,0,0.0,0.0,0.0,
AUS,Iron,1,0.0,0.0,0.0,
AUS,Iron,2,0.0,0.0,0.0,
AUS,Iron,3,0.0,0.0,0.0,
AUS,Iron,4,0.0,0.0,0.0,
AUS,Iron,5,0.0,0.0,0.0,
AUS,Iron,6,0.0,0.0,0.0,
AUS,Iron,7,0.0,0.0,0.0,
AUS,Iron,8,0.0,0.0,0.0,
AUS,Iron,9,0.0,0.0,0.0,
AUS,Iron,10,0.0,0.0,0.0,
AUS,Iron,11,0.0,0.0,0.0,
AUS,Iron,12,0.0,0.0,0.0,
AUS,Iron,13,0.0,0.0,0.0,
AUS,Nickel,0,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,1,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,2,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,3,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,4,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,5,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,6,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,7,11.0230004088,11.0230004088,1.62,6.804321239999999
AUS,Nickel,8,24.902791343999994,24.902791343999994,3.6,6.917442039999998
AUS,Nickel,9,26.12449598399999,26.12449598399999,3.5999999999999996,7.256804439999997
AUS,Nickel,10,31.428793367999994,31.428793367999994,4.199999999999999,7.48304604
AUS,Nickel,11,32.650498008,32.650498008,4.2,7.773928097142857
AUS,Nickel,12,39.17650003199999,39.17650003199999,4.800000000000001,8.161770839999997
AUS,Nickel,13,45.70250205599999,45.70250205599999,5.4,8.463426306666666
AUS,Refrigerant,0,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,1,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,2,18134.1456375625,18134.1456375625,1.2000624999999998,15111.001
AUS,Refrigerant,3,20626.516365,20626.516365,1.365,15111.001
AUS,Refrigerant,4,21485.954546875,21485.954546875,1.421875,15111.001
AUS,Refrigerant,5,22345.39272875,22345.39272875,1.47875,15111.001
AUS,Refrigerant,6,23204.830910625,23204.830910625,1.535625,15111.001
AUS,Refrigerant,7,23204.830910625,23204.830910625,1.535625,15111.001
AUS,Refrigerant,8,24923.707274374996,24923.707274374996,1.6493749999999998,15111.000999999998
AUS,Refrigerant,9,25783.145456249997,25783.145456249997,1.7062499999999998,15111.001
AUS,Refrigerant,10,26642.583638125005,26642.583638125005,1.763125,15111.001000000002
AUS,Refrigerant,11,60160.67273124999,60160.67273124999,3.98125,15111.000999999998
AUS,Refrigerant,12,68755.05455,68755.05455,4.55,15111.001
AUS,Refrigerant,13,77349.43636875,77349.43636875,5.1187499999999995,15111.001000000002
AUS,Steel,0,0.0,0.0,0.0,
AUS,Steel,1,0.0,0.0,0.0,
AUS,Steel,2,0.0,0.0,0.0,
AUS,Steel,3,0.0,0.0,0.0,
AUS,Steel,4,0.0,0.0,0.0,
AUS,Steel,5,0.0,0.0,0.0,
AUS,Steel,6,0.0,0.0,0.0,
AUS,Steel,7,0.0,0.0,0.0,
AUS,Steel,8,0.0,0.0,0.0,
AUS,Steel,9,0.0,0.0,0.0,
AUS,Steel,10,0.0,0.0,0.0,
AUS,Steel,11,0.0,0.0,0.0,
AUS,Steel,12,0.0,0.0,0.0,
AUS,Steel,13,0.0,0.0,0.0,
AUT,Aluminium,0,0.0,0.0,0.0,
AUT,Aluminium,1,0.0,0.0,0.0,
AUT,Aluminium,2,0.0,0.0,0.0,
AUT,Aluminium,3,0.0,0.0,0.0,
AUT,Aluminium,4,0.0,0.0,0.0,
AUT,Aluminium,5,0.0,0.0,0.0,
AUT,Aluminium,6,0.0,0.0,0.0,
AUT,Aluminium,7,0.0,0.0,0.0,
AUT,Aluminium,8,0.0,0.0,0.0,
AUT,Aluminium,9,0.0,0.0,0.0,
AUT,Aluminium,10,0.0,0.0,0.0,
AUT,Aluminium,11,0.0,0.0,0.0,
AUT,Aluminium,12,0.0,0.0,0.0,
AUT,Aluminium,13,0.0,0.0,0.0,
AUT,Bauxite,0,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,1,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,2,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,3,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,4,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,5,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,6,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,7,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,8,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,9,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,10,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,11,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,12,144.445392,144.445392,78.52,1.8396000000000001
AUT,Bauxite,13,144.445392,144.445392,78.52,1.8396000000000001
AUT,Compressor,0,1353.598704,1353.598704,0.4,3383.99676
AUT,Compressor,1,3045.597084,3045.597084,0.9,3383.99676
AUT,Compressor,2,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,3,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,4,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,5,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,6,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,7,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,8,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,9,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,10,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,11,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,12,5075.99514,5075.99514,1.5,3383.99676
AUT,Compressor,13,5075.99514,5075.99514,1.5,3383.99676
AUT,Copper,0,0.0,0.0,0.0,
AUT,Copper,1,0.0,0.0,0.0,
AUT,Copper,2,0.0,0.0,0.0,
AUT,Copper,3,0.0,0.0,0.0,
AUT,Copper,4,0.0,0.0,0.0,
AUT,Copper,5,0.0,0.0,0.0,
AUT,Copper,6,0.0,0.0,0.0,
AUT,Copper,7,0.0,0.0,0.0,
AUT,Copper,8,0.0,0.0,0.0,
AUT,Copper,9,0.0,0.0,0.0,
AUT,Copper,10,0.0,0.0,0.0,
AUT,Copper,11,0.0,0.0,0.0,
AUT,Copper,12,0.0,0.0,0.0,
AUT,Copper,13,0.0,0.0,0.0,
AUT,Copper_ore,0,0.001436,0.001436,1.436,0.001
AUT,Copper_ore,1,0.003481,0.003481,3.481,0.001
AUT,Copper_ore,2,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,3,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,4,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,5,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,6,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,7,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,8,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,9,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,10,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,11,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,12,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,Copper_ore,13,0.0059349999999999,0.0059349999999999,5.935,0.0009999999999999833
AUT,HEX,0,0.0,0.0,0.0,
AUT,HEX,1,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,2,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,3,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,4,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,5,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,6,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,7,1957.50194,1957.50194,0.5,3915.00388
AUT,HEX,8,500.0,500.0,0.0,
AUT,HEX,9,500.0,500.0,0.0,
AUT,HEX,10,500.0,500.0,0.0,
AUT,HEX,11,500.0,500.0,0.0,
AUT,HEX,12,500.0,500.0,0.0,
AUT,HEX,13,500.0,500.0,0.0,
AUT,HP,0,0.0,0.0,0.0,
AUT,HP,1,0.0,0.0,0.0,
AUT,HP,2,0.0,0.0,0.0,
AUT,HP,3,0.0,0.0,0.0,
AUT,HP,4,0.0,0.0,0.0,
AUT,HP,5,0.0,0.0,0.0,
AUT,HP,6,0.0,0.0,0.0,
AUT,HP,7,0.0,0.0,0.0,
AUT,HP,8,0.0,0.0,0.0,
AUT,HP,9,421.8883759367997,421.8883759367997,0.1171979999999999,3599.7916000000005
AUT,HP,10,1411.5538819835997,1411.5538819835997,0.3921209999999999,3599.7916000000005
AUT,HP,11,2569.4664478312,2569.4664478312,0.7137820000000001,3599.7915999999996
AUT,HP,12,3924.22281795,3924.22281795,1.090125,3599.7915999999996
AUT,HP,13,5509.2866550536,5509.2866550536,1.530446,3599.7916
AUT,Iron,0,12.02505697408,12.02505697408,7.340800000000001,1.6381126
AUT,Iron,1,27.05637819168,27.05637819168,16.5168,1.6381126
AUT,Iron,2,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,3,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,4,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,5,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,6,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,7,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,8,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,9,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,10,45.09396365280001,45.09396365280001,27.52800000000001,1.6381125999999997
AUT,Iron,11,98.30958220794788,98.30958220794788,60.01393445600009,1.6381126
AUT,Iron,12,223.067296800336,223.067296800336,136.17336,1.6381126000000001
AUT,Iron,13,267.68031059377597,267.68031059377597,163.40776,1.6381126
AUT,Nickel,0,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,1,0.0,0.0,0.2400000000000002,0.0
AUT,Nickel,2,0.0,0.0,0.6,0.0
AUT,Nickel,3,0.0,0.0,0.6,0.0
AUT,Nickel,4,0.0,0.0,0.6,0.0
AUT,Nickel,5,0.0,0.0,0.6,0.0
AUT,Nickel,6,0.0,0.0,0.6,0.0
AUT,Nickel,7,0.0,0.0,0.6,0.0
AUT,Nickel,8,0.0,0.0,1.0854300000000094,0.0
AUT,Nickel,9,0.0,0.0,1.2,0.0
AUT,Nickel,10,0.0,0.0,1.2,0.0
AUT,Nickel,11,0.0,0.0,1.8,0.0
AUT,Nickel,12,0.0,0.0,1.8,0.0
AUT,Nickel,13,0.0,0.0,2.4,0.0
AUT,Refrigerant,0,275.02042750000004,275.02042750000004,0.2275,1208.881
AUT,Refrigerant,1,618.795961875,618.795961875,0.511875,1208.881
AUT,Refrigerant,2,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,3,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,4,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,5,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,6,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,7,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,8,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,9,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,10,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,11,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,12,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Refrigerant,13,1031.326603125,1031.326603125,0.8531249999999999,1208.881
AUT,Steel,0,0.0,0.0,0.0,
AUT,Steel,1,0.0,0.0,0.0,
AUT,Steel,2,0.0,0.0,0.0,
AUT,Steel,3,0.0,0.0,0.0,
AUT,Steel,4,0.0,0.0,0.0,
AUT,Steel,5,0.0,0.0,0.0,
AUT,Steel,6,0.0,0.0,0.0,
AUT,Steel,7,0.0,0.0,0.0,
AUT,Steel,8,0.0,0.0,0.0,
AUT,Steel,9,0.0,0.0,0.0,
AUT,Steel,10,0.0,0.0,0.0,
AUT,Steel,11,0.0,0.0,0.0,
AUT,Steel,12,0.0,0.0,0.0,
AUT,Steel,13,0.0,0.0,0.0,
BRA,Aluminium,0,0.0,0.0,0.0,
BRA,Aluminium,1,0.0,0.0,0.0,
BRA,Aluminium,2,0.0,0.0,0.0,
BRA,Aluminium,3,0.0,0.0,0.0,
BRA,Aluminium,4,0.0,0.0,0.0,
BRA,Aluminium,5,0.0,0.0,0.0,
BRA,Aluminium,6,0.0,0.0,0.0,
BRA,Aluminium,7,0.0,0.0,0.0,
BRA,Aluminium,8,0.0,0.0,0.0,
BRA,Aluminium,9,0.0,0.0,0.0,
BRA,Aluminium,10,0.0,0.0,0.0,
BRA,Aluminium,11,0.0,0.0,0.0,
BRA,Aluminium,12,0.0,0.0,0.0,
BRA,Aluminium,13,0.0,0.0,0.0,
BRA,Bauxite,0,0.0,0.0,0.0,
BRA,Bauxite,1,0.0,0.0,0.0,
BRA,Bauxite,2,0.0,0.0,0.0,
BRA,Bauxite,3,0.0,0.0,0.0,
BRA,Bauxite,4,0.0,0.0,0.0,
BRA,Bauxite,5,0.0,0.0,0.0,
BRA,Bauxite,6,0.0,0.0,0.0,
BRA,Bauxite,7,0.0,0.0,0.0,
BRA,Bauxite,8,0.0,0.0,0.0,
BRA,Bauxite,9,0.0,0.0,0.0,
BRA,Bauxite,10,0.0,0.0,0.0,
BRA,Bauxite,11,0.0,0.0,0.0,
BRA,Bauxite,12,0.0,0.0,0.0,
BRA,Bauxite,13,0.0,0.0,0.0,
BRA,Compressor,0,0.0,0.0,0.0,
BRA,Compressor,1,0.0,0.0,0.0,
BRA,Compressor,2,0.0,0.0,0.0,
BRA,Compressor,3,0.0,0.0,0.0,
BRA,Compressor,4,0.0,0.0,0.0,
BRA,Compressor,5,0.0,0.0,0.0,
BRA,Compressor,6,0.0,0.0,0.0,
BRA,Compressor,7,0.0,0.0,0.0,
BRA,Compressor,8,0.0,0.0,0.0,
BRA,Compressor,9,0.0,0.0,0.0,
BRA,Compressor,10,0.0,0.0,0.0,
BRA,Compressor,11,0.0,0.0,0.0,
BRA,Compressor,12,0.0,0.0,0.0,
BRA,Compressor,13,0.0,0.0,0.0,
BRA,Copper,0,0.0,0.0,0.0,
BRA,Copper,1,0.0,0.0,0.0,
BRA,Copper,2,0.0,0.0,0.0,
BRA,Copper,3,0.0,0.0,0.0,
BRA,Copper,4,0.0,0.0,0.0,
BRA,Copper,5,0.0,0.0,0.0,
BRA,Copper,6,0.0,0.0,0.0,
BRA,Copper,7,0.0,0.0,0.0,
BRA,Copper,8,0.0,0.0,0.0,
BRA,Copper,9,0.0,0.0,0.0,
BRA,Copper,10,0.0,0.0,0.0,
BRA,Copper,11,0.0,0.0,0.0,
BRA,Copper,12,0.0,0.0,0.0,
BRA,Copper,13,0.0,0.0,0.0,
BRA,Copper_ore,0,0.0,0.0,0.0,
BRA,Copper_ore,1,0.0,0.0,0.0,
BRA,Copper_ore,2,0.0,0.0,0.0,
BRA,Copper_ore,3,1.4679422201231465,1.4679422201231465,0.8730361474999735,1.6814220400000002
BRA,Copper_ore,4,13.906411159574995,13.906411159574995,8.270624999999999,1.6814220399999997
BRA,Copper_ore,5,13.175321506036354,13.175321506036354,7.835561881249996,1.6814775641762292
BRA,Copper_ore,6,24.09908988626069,24.09908988626069,14.332564527500002,1.68142204
BRA,Copper_ore,7,73.01222017179249,73.01222017179249,20.567199947499994,3.549934865133032
BRA,Copper_ore,8,101.80159820227749,101.80159820227749,28.678624999999993,3.549737764703765
BRA,Copper_ore,9,102.30692096252751,102.30692096252751,28.821,3.54973529587896
BRA,Copper_ore,10,102.30692096252751,102.30692096252751,28.821,3.54973529587896
BRA,Copper_ore,11,102.30692096252751,102.30692096252751,28.821,3.54973529587896
BRA,Copper_ore,12,116.82330438252751,116.82330438252751,32.911,3.5496734946530797
BRA,Copper_ore,13,116.82330438252751,116.82330438252751,32.911,3.5496734946530797
BRA,HEX,0,0.0,0.0,0.0,
BRA,HEX,1,0.0,0.0,0.0,
BRA,HEX,2,0.0,0.0,0.0,
BRA,HEX,3,0.0,0.0,0.0,
BRA,HEX,4,0.0,0.0,0.0,
BRA,HEX,5,0.0,0.0,0.0,
BRA,HEX,6,0.0,0.0,0.0,
BRA,HEX,7,0.0,0.0,0.0,
BRA,HEX,8,0.0,0.0,0.0,
BRA,HEX,9,0.0,0.0,0.0,
BRA,HEX,10,0.0,0.0,0.0,
BRA,HEX,11,0.0,0.0,0.0,
BRA,HEX,12,0.0,0.0,0.0,
BRA,HEX,13,0.0,0.0,0.0,
BRA,HP,0,0.0,0.0,0.0,
BRA,HP,1,0.0,0.0,0.0,
BRA,HP,2,0.0,0.0,0.0,
BRA,HP,3,0.0,0.0,0.0,
BRA,HP,4,0.0,0.0,0.0,
BRA,HP,5,0.0,0.0,0.0,
BRA,HP,6,0.0,0.0,0.0,
BRA,HP,7,0.0,0.0,0.0,
BRA,HP,8,0.0,0.0,0.0,
BRA,HP,9,0.0,0.0,0.0,
BRA,HP,10,0.0,0.0,0.0,
BRA,HP,11,0.0,0.0,0.0,
BRA,HP,12,0.0,0.0,0.0,
BRA,HP,13,0.0,0.0,0.0,
BRA,Iron,0,0.0,0.0,0.0,
BRA,Iron,1,0.0,0.0,0.0,
BRA,Iron,2,0.0,0.0,0.0,
BRA,Iron,3,0.0,0.0,0.0,
BRA,Iron,4,0.0,0.0,0.0,
BRA,Iron,5,0.0,0.0,0.0,
BRA,Iron,6,0.0,0.0,0.0,
BRA,Iron,7,0.0,0.0,0.0,
BRA,Iron,8,0.0,0.0,0.0,
BRA,Iron,9,0.0,0.0,0.0,
BRA,Iron,10,0.0,0.0,0.0,
BRA,Iron,11,0.0,0.0,0.0,
BRA,Iron,12,0.0,0.0,0.0,
BRA,Iron,13,0.0,0.0,0.0,
BRA,Nickel,0,0.0,0.0,0.0,
BRA,Nickel,1,0.0,0.0,0.0,
BRA,Nickel,2,0.0,0.0,0.0,
BRA,Nickel,3,0.0,0.0,0.0,
BRA,Nickel,4,0.0,0.0,0.0,
BRA,Nickel,5,0.0,0.0,0.0,
BRA,Nickel,6,0.0,0.0,0.0,
BRA,Nickel,7,0.0,0.0,0.0,
BRA,Nickel,8,0.0,0.0,0.0,
BRA,Nickel,9,0.0,0.0,0.0,
BRA,Nickel,10,0.0,0.0,0.0,
BRA,Nickel,11,0.0,0.0,0.0,
BRA,Nickel,12,0.0,0.0,0.0,
BRA,Nickel,13,0.0,0.0,0.0,
BRA,Refrigerant,0,0.0,0.0,0.0,
BRA,Refrigerant,1,0.0,0.0,0.0,
BRA,Refrigerant,2,0.0,0.0,0.0,
BRA,Refrigerant,3,1505.971056509192,1505.971056509192,0.0900547374999972,16722.841000000015
BRA,Refrigerant,4,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,5,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,6,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,7,14266.673728125,14266.673728125,0.8531249999999999,16722.841000000004
BRA,Refrigerant,8,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,9,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,10,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,11,19022.2316375,19022.2316375,1.1375,16722.841
BRA,Refrigerant,12,28533.34745625,28533.34745625,1.7062499999999998,16722.841000000004
BRA,Refrigerant,13,28533.34745625,28533.34745625,1.7062499999999998,16722.841000000004
BRA,Steel,0,0.0,0.0,0.0,
BRA,Steel,1,0.0,0.0,0.0,
BRA,Steel,2,0.0,0.0,0.0,
BRA,Steel,3,0.0,0.0,0.0,
BRA,Steel,4,0.0,0.0,0.0,
BRA,Steel,5,0.0,0.0,0.0,
BRA,Steel,6,0.0,0.0,0.0,
BRA,Steel,7,0.0,0.0,0.0,
BRA,Steel,8,0.0,0.0,0.0,
BRA,Steel,9,0.0,0.0,0.0,
BRA,Steel,10,0.0,0.0,0.0,
BRA,Steel,11,0.0,0.0,0.0,
BRA,Steel,12,0.0,0.0,0.0,
BRA,Steel,13,0.0,0.0,0.0,
CHN,Aluminium,0,0.0,0.0,0.0,
CHN,Aluminium,1,0.0,0.0,0.0,
CHN,Aluminium,2,0.0,0.0,0.0,
CHN,Aluminium,3,0.0,0.0,0.0,
CHN,Aluminium,4,0.0,0.0,0.0,
CHN,Aluminium,5,0.0,0.0,0.0,
CHN,Aluminium,6,0.0,0.0,0.0,
CHN,Aluminium,7,0.0,0.0,0.0,
CHN,Aluminium,8,0.0,0.0,0.0,
CHN,Aluminium,9,0.0,0.0,0.0,
