location,commodity,time_operation,total_production,total_production_cost,production_cost_per_unit,opex_cost,total_import_flow,total_import_production_cost,total_transport_cost,total_transport_opex,total_import_cost,total_output,domestic_ratio,import_ratio,weighted_cost,weighted_cost_per_unit,transport_to_production_ratio
AUS,Aluminium,0,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,1,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,2,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,3,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,4,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,5,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,6,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,7,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,8,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,9,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,10,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,11,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,12,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Aluminium,13,60.0,96868.08,1614.468,96868.08,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,96868.08,1614.468,0.0
AUS,Bauxite,0,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,1,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
AUS,Bauxite,2,240.0,7358.4,30.66,7358.4,0.0,0.0,0.0,0.0,0.0,240.0,1.0,0.0,7358.4,30.66,0.0
