carrier,node,time_operation,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4
Nickel_reserves,CZE,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,CZE,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,CZE,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,DEU,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ITA,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,JPN,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,KOR,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROE,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,ROW,13,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,0,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,1,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,2,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,3,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,4,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,5,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,6,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,7,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,8,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,9,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,10,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,11,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,12,0.0,0.0,0.0,0.0,0.0
Nickel_reserves,USA,13,0.0,0.0,0.0,0.0,0.0
