carrier,node,time_operation,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4,value_scenario_S5
Bauxite,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_reserves,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
