technology,node,year,value_scenario_,value_scenario_S1,value_scenario_S2,value_scenario_S3,value_scenario_S4,value_scenario_S5
Aluminium_production,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
Aluminium_production,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUS,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,AUT,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,BRA,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CHN,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,CZE,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,DEU,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ITA,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,JPN,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,KOR,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROE,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,ROW,13,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,1,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,2,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,3,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,4,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,5,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,6,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,7,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,8,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,9,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,10,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,11,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,12,0.0,0.0,0.0,0.0,0.0,0.0
Bauxite_mining,USA,13,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,8,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,9,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,10,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUS,11,1.15,1.15,0.0,1.15,1.15,0.0
Compressor_manufacturing,AUS,12,0.13999999999999968,0.13999999999999968,1.2899999999999998,0.13999999999999968,0.13999999999999968,0.0
Compressor_manufacturing,AUS,13,0.15,0.15,0.15,0.15,0.15,0.0
Compressor_manufacturing,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,1,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,2,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,3,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,4,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,5,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,6,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,7,0.0,0.0,0.0,0.0,0.0,0.0
Compressor_manufacturing,AUT,8,0.0,0.0,0.0,0.0,0.0,0.0
